nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 25758 		 Survival : 108.0  		 Treated : 51 		 Reward : 1149.37
Updates : 25760 		 Survival : 108.0  		 Treated : 51 		 Reward : 1250.62
Updates : 25762 		 Survival : 108.0  		 Treated : 51 		 Reward : 1171.28
Updates : 25764 		 Survival : 108.0  		 Treated : 51 		 Reward : 1103.12
Updates : 25766 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.45
Updates : 25768 		 Survival : 108.0  		 Treated : 51 		 Reward : 1194.47
Updates : 25770 		 Survival : 108.0  		 Treated : 51 		 Reward : 1119.47
Updates : 25772 		 Survival : 98.0  		 Treated : 51 		 Reward : 1166.68
Updates : 25774 		 Survival : 108.0  		 Treated : 51 		 Reward : 1283.31
Updates : 25776 		 Survival : 108.0  		 Treated : 51 		 Reward : 947.72
Updates : 25778 		 Survival : 108.0  		 Treated : 51 		 Reward : 988.79
Updates : 25780 		 Survival : 108.0  		 Treated : 51 		 Reward : 1070.32
Updates : 25782 		 Survival : 108.0  		 Treated : 51 		 Reward : 1124.26
Updates : 25784 		 Survival : 108.0  		 Treated : 51 		 Reward : 1054.37
Updates : 25786 		 Survival : 108.0  		 Treated : 51 		 Reward : 1013.35
Updates : 25788 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.43
Updates : 25790 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.08
Updates : 25792 		 Survival : 108.0  		 Treated : 51 		 Reward : 1037.04
Updates : 25794 		 Survival : 108.0  		 Treated : 51 		 Reward : 1194.3
Updates : 25796 		 Survival : 108.0  		 Treated : 51 		 Reward : 1159.39
Updates : 25798 		 Survival : 108.0  		 Treated : 51 		 Reward : 1017.7
Updates : 25800 		 Survival : 108.0  		 Treated : 51 		 Reward : 1224.26
Updates : 25802 		 Survival : 108.0  		 Treated : 51 		 Reward : 1269.81
Updates : 25804 		 Survival : 108.0  		 Treated : 51 		 Reward : 1144.65
Updates : 25806 		 Survival : 108.0  		 Treated : 51 		 Reward : 1233.33
Updates : 25808 		 Survival : 108.0  		 Treated : 51 		 Reward : 1238.73
Updates : 25810 		 Survival : 108.0  		 Treated : 51 		 Reward : 1163.37
Updates : 25812 		 Survival : 108.0  		 Treated : 51 		 Reward : 1161.91
Updates : 25814 		 Survival : 108.0  		 Treated : 51 		 Reward : 1051.18
Updates : 25816 		 Survival : 108.0  		 Treated : 51 		 Reward : 1164.2
Updates : 25818 		 Survival : 108.0  		 Treated : 51 		 Reward : 1082.36
Updates : 25820 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.8
Updates : 25822 		 Survival : 108.0  		 Treated : 51 		 Reward : 1053.83
Updates : 25824 		 Survival : 108.0  		 Treated : 51 		 Reward : 1210.52
Updates : 25826 		 Survival : 108.0  		 Treated : 51 		 Reward : 1251.22
Updates : 25828 		 Survival : 108.0  		 Treated : 51 		 Reward : 1107.01
Updates : 25830 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.3
Updates : 25832 		 Survival : 108.0  		 Treated : 51 		 Reward : 1350.83
Updates : 25834 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.96
Updates : 25836 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.22
Updates : 25838 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.81
Updates : 25840 		 Survival : 108.0  		 Treated : 51 		 Reward : 1038.44
Updates : 25842 		 Survival : 108.0  		 Treated : 51 		 Reward : 1166.53
Updates : 25844 		 Survival : 108.0  		 Treated : 51 		 Reward : 1138.9
Updates : 25846 		 Survival : 108.0  		 Treated : 51 		 Reward : 1276.22
Updates : 25848 		 Survival : 108.0  		 Treated : 51 		 Reward : 1251.37
Updates : 25850 		 Survival : 108.0  		 Treated : 51 		 Reward : 1218.79
Updates : 25852 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.56
Updates : 25854 		 Survival : 108.0  		 Treated : 51 		 Reward : 850.46
Updates : 25856 		 Survival : 108.0  		 Treated : 51 		 Reward : 1341.35
Updates : 25858 		 Survival : 108.0  		 Treated : 51 		 Reward : 1186.91
Updates : 25860 		 Survival : 108.0  		 Treated : 51 		 Reward : 1136.59
Updates : 25862 		 Survival : 108.0  		 Treated : 51 		 Reward : 1175.51
Updates : 25864 		 Survival : 108.0  		 Treated : 51 		 Reward : 1228.65
Updates : 25866 		 Survival : 108.0  		 Treated : 51 		 Reward : 1189.99
Updates : 25868 		 Survival : 108.0  		 Treated : 51 		 Reward : 1249.94
Updates : 25870 		 Survival : 108.0  		 Treated : 51 		 Reward : 1151.33
Updates : 25872 		 Survival : 108.0  		 Treated : 51 		 Reward : 1205.29
Updates : 25874 		 Survival : 108.0  		 Treated : 51 		 Reward : 1183.11
Updates : 25876 		 Survival : 95.0  		 Treated : 51 		 Reward : 1032.02
Updates : 25878 		 Survival : 108.0  		 Treated : 51 		 Reward : 1106.25
Updates : 25880 		 Survival : 108.0  		 Treated : 51 		 Reward : 1151.64
Updates : 25882 		 Survival : 108.0  		 Treated : 51 		 Reward : 1132.24
Updates : 25884 		 Survival : 108.0  		 Treated : 51 		 Reward : 1137.62
Updates : 25886 		 Survival : 108.0  		 Treated : 51 		 Reward : 1148.69
Updates : 25888 		 Survival : 108.0  		 Treated : 51 		 Reward : 1121.44
Updates : 25890 		 Survival : 108.0  		 Treated : 51 		 Reward : 1142.53
Updates : 25892 		 Survival : 108.0  		 Treated : 51 		 Reward : 1221.35
Updates : 25894 		 Survival : 108.0  		 Treated : 51 		 Reward : 1166.5
Updates : 25896 		 Survival : 98.0  		 Treated : 51 		 Reward : 1169.01
Updates : 25898 		 Survival : 108.0  		 Treated : 51 		 Reward : 1086.19
Updates : 25900 		 Survival : 94.0  		 Treated : 51 		 Reward : 988.15
Updates : 25902 		 Survival : 108.0  		 Treated : 51 		 Reward : 1352.54
Updates : 25904 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.49
Updates : 25906 		 Survival : 108.0  		 Treated : 51 		 Reward : 1193.71
Updates : 25908 		 Survival : 108.0  		 Treated : 51 		 Reward : 1145.92
Updates : 25910 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.49
Updates : 25912 		 Survival : 108.0  		 Treated : 51 		 Reward : 1247.1
Updates : 25914 		 Survival : 99.0  		 Treated : 51 		 Reward : 1214.5
Updates : 25916 		 Survival : 108.0  		 Treated : 51 		 Reward : 1135.43
Updates : 25918 		 Survival : 94.0  		 Treated : 51 		 Reward : 987.07
Updates : 25920 		 Survival : 108.0  		 Treated : 51 		 Reward : 1290.41
Updates : 25922 		 Survival : 108.0  		 Treated : 51 		 Reward : 1236.71
Updates : 25924 		 Survival : 108.0  		 Treated : 51 		 Reward : 1112.01
Updates : 25926 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.72
Updates : 25928 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.72
Updates : 25930 		 Survival : 108.0  		 Treated : 51 		 Reward : 1317.29
Updates : 25932 		 Survival : 108.0  		 Treated : 51 		 Reward : 1284.89
Updates : 25934 		 Survival : 108.0  		 Treated : 51 		 Reward : 1177.88
Updates : 25936 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.75
Updates : 25938 		 Survival : 108.0  		 Treated : 51 		 Reward : 1032.02
Updates : 25940 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.75
Updates : 25942 		 Survival : 108.0  		 Treated : 51 		 Reward : 1171.81
Updates : 25944 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.54
Updates : 25946 		 Survival : 108.0  		 Treated : 51 		 Reward : 1117.3
Updates : 25948 		 Survival : 108.0  		 Treated : 51 		 Reward : 1212.94
Updates : 25950 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.33
Updates : 25952 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.33
Updates : 25954 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.84
Updates : 25956 		 Survival : 108.0  		 Treated : 51 		 Reward : 1189.47
Updates : 25958 		 Survival : 108.0  		 Treated : 51 		 Reward : 1145.19
Updates : 25960 		 Survival : 108.0  		 Treated : 51 		 Reward : 1253.6
Updates : 25962 		 Survival : 108.0  		 Treated : 51 		 Reward : 1198.94
Updates : 25964 		 Survival : 108.0  		 Treated : 51 		 Reward : 1243.81
Updates : 25966 		 Survival : 108.0  		 Treated : 51 		 Reward : 1316.34
Updates : 25968 		 Survival : 108.0  		 Treated : 51 		 Reward : 1217.11
Updates : 25970 		 Survival : 108.0  		 Treated : 51 		 Reward : 1231.99
Updates : 25972 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.75
Updates : 25974 		 Survival : 108.0  		 Treated : 51 		 Reward : 1204.42
Updates : 25976 		 Survival : 108.0  		 Treated : 51 		 Reward : 1208.93
Updates : 25978 		 Survival : 108.0  		 Treated : 51 		 Reward : 1155.7
Updates : 25980 		 Survival : 108.0  		 Treated : 51 		 Reward : 1125.57
Updates : 25982 		 Survival : 108.0  		 Treated : 51 		 Reward : 911.94
Updates : 25984 		 Survival : 108.0  		 Treated : 51 		 Reward : 1150.43
Updates : 25986 		 Survival : 108.0  		 Treated : 51 		 Reward : 1017.44
Updates : 25988 		 Survival : 108.0  		 Treated : 51 		 Reward : 912.61
Updates : 25990 		 Survival : 108.0  		 Treated : 51 		 Reward : 1175.16
Updates : 25992 		 Survival : 108.0  		 Treated : 51 		 Reward : 1116.68
Updates : 25994 		 Survival : 108.0  		 Treated : 51 		 Reward : 1074.3
Updates : 25996 		 Survival : 108.0  		 Treated : 51 		 Reward : 1057.35
Updates : 25998 		 Survival : 108.0  		 Treated : 51 		 Reward : 1200.47
Updates : 26000 		 Survival : 108.0  		 Treated : 51 		 Reward : 1180.95
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  14:44:30
--------------------------------------------------------------------------------------------
Updates : 26002 		 Survival : 108.0  		 Treated : 51 		 Reward : 1270.43
Updates : 26004 		 Survival : 108.0  		 Treated : 51 		 Reward : 1261.04
Updates : 26006 		 Survival : 108.0  		 Treated : 51 		 Reward : 989.87
Updates : 26008 		 Survival : 108.0  		 Treated : 51 		 Reward : 1110.11
Updates : 26010 		 Survival : 108.0  		 Treated : 51 		 Reward : 1377.16
Updates : 26012 		 Survival : 108.0  		 Treated : 51 		 Reward : 948.5
Updates : 26014 		 Survival : 108.0  		 Treated : 51 		 Reward : 1388.62
Updates : 26016 		 Survival : 108.0  		 Treated : 51 		 Reward : 1236.05
Updates : 26018 		 Survival : 108.0  		 Treated : 51 		 Reward : 1068.95
Updates : 26020 		 Survival : 108.0  		 Treated : 51 		 Reward : 1161.38
Updates : 26022 		 Survival : 108.0  		 Treated : 51 		 Reward : 1305.2
Updates : 26024 		 Survival : 108.0  		 Treated : 51 		 Reward : 1170.89
Updates : 26026 		 Survival : 108.0  		 Treated : 51 		 Reward : 1063.38
Updates : 26028 		 Survival : 108.0  		 Treated : 51 		 Reward : 1019.61
Updates : 26030 		 Survival : 108.0  		 Treated : 51 		 Reward : 1114.22
Updates : 26032 		 Survival : 108.0  		 Treated : 51 		 Reward : 1346.61
Updates : 26034 		 Survival : 108.0  		 Treated : 51 		 Reward : 1115.0
Updates : 26036 		 Survival : 94.0  		 Treated : 51 		 Reward : 988.1
Updates : 26038 		 Survival : 108.0  		 Treated : 51 		 Reward : 1289.69
Updates : 26040 		 Survival : 108.0  		 Treated : 51 		 Reward : 950.3
Updates : 26042 		 Survival : 108.0  		 Treated : 51 		 Reward : 1211.68
Updates : 26044 		 Survival : 108.0  		 Treated : 51 		 Reward : 1157.65
Updates : 26046 		 Survival : 108.0  		 Treated : 51 		 Reward : 1220.47
Updates : 26048 		 Survival : 108.0  		 Treated : 51 		 Reward : 1352.93
Updates : 26050 		 Survival : 108.0  		 Treated : 51 		 Reward : 1042.89
Updates : 26052 		 Survival : 108.0  		 Treated : 51 		 Reward : 1124.33
Updates : 26054 		 Survival : 108.0  		 Treated : 51 		 Reward : 1242.39
Updates : 26056 		 Survival : 94.0  		 Treated : 51 		 Reward : 985.94
Updates : 26058 		 Survival : 108.0  		 Treated : 51 		 Reward : 1156.1
Updates : 26060 		 Survival : 108.0  		 Treated : 51 		 Reward : 1154.47
Updates : 26062 		 Survival : 108.0  		 Treated : 51 		 Reward : 947.64
Updates : 26064 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.11
Updates : 26066 		 Survival : 99.0  		 Treated : 51 		 Reward : 1215.4
Updates : 26068 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.54
Updates : 26070 		 Survival : 108.0  		 Treated : 51 		 Reward : 1213.27
Updates : 26072 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.54
Updates : 26074 		 Survival : 108.0  		 Treated : 51 		 Reward : 969.7
Updates : 26076 		 Survival : 108.0  		 Treated : 51 		 Reward : 1148.12
Updates : 26078 		 Survival : 108.0  		 Treated : 51 		 Reward : 1033.25
Updates : 26080 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.37
Updates : 26082 		 Survival : 98.0  		 Treated : 51 		 Reward : 1168.07
Updates : 26084 		 Survival : 108.0  		 Treated : 51 		 Reward : 1064.4
Updates : 26086 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.36
Updates : 26088 		 Survival : 108.0  		 Treated : 51 		 Reward : 1163.38
Updates : 26090 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.84
Updates : 26092 		 Survival : 108.0  		 Treated : 51 		 Reward : 1385.46
Updates : 26094 		 Survival : 108.0  		 Treated : 51 		 Reward : 1243.48
Updates : 26096 		 Survival : 95.0  		 Treated : 51 		 Reward : 1031.59
Updates : 26098 		 Survival : 108.0  		 Treated : 51 		 Reward : 1319.8
Updates : 26100 		 Survival : 108.0  		 Treated : 51 		 Reward : 1114.06
Updates : 26102 		 Survival : 108.0  		 Treated : 51 		 Reward : 1368.41
Updates : 26104 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.28
Updates : 26106 		 Survival : 98.0  		 Treated : 51 		 Reward : 1165.79
Updates : 26108 		 Survival : 108.0  		 Treated : 51 		 Reward : 1300.5
Updates : 26110 		 Survival : 108.0  		 Treated : 51 		 Reward : 1352.46
Updates : 26112 		 Survival : 108.0  		 Treated : 51 		 Reward : 1158.32
Updates : 26114 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.57
Updates : 26116 		 Survival : 108.0  		 Treated : 51 		 Reward : 1055.38
Updates : 26118 		 Survival : 108.0  		 Treated : 51 		 Reward : 1154.88
Updates : 26120 		 Survival : 108.0  		 Treated : 51 		 Reward : 1150.31
Updates : 26122 		 Survival : 108.0  		 Treated : 51 		 Reward : 1177.42
Updates : 26124 		 Survival : 108.0  		 Treated : 51 		 Reward : 1282.56
Updates : 26126 		 Survival : 108.0  		 Treated : 51 		 Reward : 1120.19
Updates : 26128 		 Survival : 108.0  		 Treated : 51 		 Reward : 1301.98
Updates : 26130 		 Survival : 108.0  		 Treated : 51 		 Reward : 1047.79
Updates : 26132 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.37
Updates : 26134 		 Survival : 108.0  		 Treated : 51 		 Reward : 1264.51
Updates : 26136 		 Survival : 108.0  		 Treated : 51 		 Reward : 1271.41
Updates : 26138 		 Survival : 108.0  		 Treated : 51 		 Reward : 1276.7
Updates : 26140 		 Survival : 108.0  		 Treated : 51 		 Reward : 1202.52
Updates : 26142 		 Survival : 108.0  		 Treated : 51 		 Reward : 1211.34
Updates : 26144 		 Survival : 108.0  		 Treated : 51 		 Reward : 998.61
Updates : 26146 		 Survival : 108.0  		 Treated : 51 		 Reward : 1041.09
Updates : 26148 		 Survival : 108.0  		 Treated : 51 		 Reward : 1311.96
Updates : 26150 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.37
Updates : 26152 		 Survival : 100.0  		 Treated : 51 		 Reward : 1264.79
Updates : 26154 		 Survival : 98.0  		 Treated : 51 		 Reward : 1168.07
Updates : 26156 		 Survival : 108.0  		 Treated : 51 		 Reward : 1205.85
Updates : 26158 		 Survival : 108.0  		 Treated : 51 		 Reward : 1005.01
Updates : 26160 		 Survival : 108.0  		 Treated : 51 		 Reward : 988.69
Updates : 26162 		 Survival : 108.0  		 Treated : 51 		 Reward : 1186.61
Updates : 26164 		 Survival : 108.0  		 Treated : 51 		 Reward : 1052.65
Updates : 26166 		 Survival : 108.0  		 Treated : 51 		 Reward : 1098.26
Updates : 26168 		 Survival : 108.0  		 Treated : 51 		 Reward : 1187.04
Updates : 26170 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.68
Updates : 26172 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.92
Updates : 26174 		 Survival : 108.0  		 Treated : 51 		 Reward : 1210.08
Updates : 26176 		 Survival : 108.0  		 Treated : 51 		 Reward : 1288.82
Updates : 26178 		 Survival : 108.0  		 Treated : 51 		 Reward : 1211.02
Updates : 26180 		 Survival : 108.0  		 Treated : 51 		 Reward : 1090.71
Updates : 26182 		 Survival : 108.0  		 Treated : 51 		 Reward : 1156.41
Updates : 26184 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.08
Updates : 26186 		 Survival : 98.0  		 Treated : 51 		 Reward : 1166.67
Updates : 26188 		 Survival : 108.0  		 Treated : 51 		 Reward : 1070.29
Updates : 26190 		 Survival : 108.0  		 Treated : 51 		 Reward : 1115.76
Updates : 26192 		 Survival : 108.0  		 Treated : 51 		 Reward : 1116.66
Updates : 26194 		 Survival : 108.0  		 Treated : 51 		 Reward : 1313.73
Updates : 26196 		 Survival : 108.0  		 Treated : 51 		 Reward : 1082.85
Updates : 26198 		 Survival : 108.0  		 Treated : 51 		 Reward : 1178.51
Updates : 26200 		 Survival : 108.0  		 Treated : 51 		 Reward : 1089.38
Updates : 26202 		 Survival : 108.0  		 Treated : 51 		 Reward : 1145.4
Updates : 26204 		 Survival : 108.0  		 Treated : 51 		 Reward : 1215.94
Updates : 26206 		 Survival : 108.0  		 Treated : 51 		 Reward : 1223.72
Updates : 26208 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.84
Updates : 26210 		 Survival : 108.0  		 Treated : 51 		 Reward : 1303.54
Updates : 26212 		 Survival : 108.0  		 Treated : 51 		 Reward : 1120.97
Updates : 26214 		 Survival : 108.0  		 Treated : 51 		 Reward : 1264.07
Updates : 26216 		 Survival : 108.0  		 Treated : 51 		 Reward : 1114.16
Updates : 26218 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.07
Updates : 26220 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.68
Updates : 26222 		 Survival : 108.0  		 Treated : 51 		 Reward : 964.16
Updates : 26224 		 Survival : 108.0  		 Treated : 51 		 Reward : 1107.36
Updates : 26226 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.84
Updates : 26228 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.29
Updates : 26230 		 Survival : 108.0  		 Treated : 51 		 Reward : 1095.42
Updates : 26232 		 Survival : 108.0  		 Treated : 51 		 Reward : 1299.4
Updates : 26234 		 Survival : 108.0  		 Treated : 51 		 Reward : 1213.31
Updates : 26236 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.84
Updates : 26238 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.84
Updates : 26240 		 Survival : 108.0  		 Treated : 51 		 Reward : 1123.62
Updates : 26242 		 Survival : 108.0  		 Treated : 51 		 Reward : 1221.22
Updates : 26244 		 Survival : 108.0  		 Treated : 51 		 Reward : 1123.6
Updates : 26246 		 Survival : 108.0  		 Treated : 51 		 Reward : 1247.75
Updates : 26248 		 Survival : 99.0  		 Treated : 51 		 Reward : 1214.08
Updates : 26250 		 Survival : 108.0  		 Treated : 51 		 Reward : 1170.38
Updates : 26252 		 Survival : 108.0  		 Treated : 51 		 Reward : 1137.54
Updates : 26254 		 Survival : 108.0  		 Treated : 51 		 Reward : 1147.36
Updates : 26256 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.76
Updates : 26258 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.73
Updates : 26260 		 Survival : 108.0  		 Treated : 51 		 Reward : 1358.61
Updates : 26262 		 Survival : 108.0  		 Treated : 51 		 Reward : 1202.56
Updates : 26264 		 Survival : 108.0  		 Treated : 51 		 Reward : 1241.47
Updates : 26266 		 Survival : 108.0  		 Treated : 51 		 Reward : 1372.48
Updates : 26268 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.84
Updates : 26270 		 Survival : 108.0  		 Treated : 51 		 Reward : 1185.13
Updates : 26272 		 Survival : 108.0  		 Treated : 51 		 Reward : 985.17
Updates : 26274 		 Survival : 108.0  		 Treated : 51 		 Reward : 1126.3
Updates : 26276 		 Survival : 108.0  		 Treated : 51 		 Reward : 1080.83
Updates : 26278 		 Survival : 108.0  		 Treated : 51 		 Reward : 1096.33
Updates : 26280 		 Survival : 108.0  		 Treated : 51 		 Reward : 1183.39
Updates : 26282 		 Survival : 108.0  		 Treated : 51 		 Reward : 1111.1
Updates : 26284 		 Survival : 108.0  		 Treated : 51 		 Reward : 1064.98
Updates : 26286 		 Survival : 108.0  		 Treated : 51 		 Reward : 1214.13
Updates : 26288 		 Survival : 108.0  		 Treated : 51 		 Reward : 1055.74
Updates : 26290 		 Survival : 108.0  		 Treated : 51 		 Reward : 1153.25
Updates : 26292 		 Survival : 95.0  		 Treated : 51 		 Reward : 1027.95
Updates : 26294 		 Survival : 108.0  		 Treated : 51 		 Reward : 1230.71
Updates : 26296 		 Survival : 95.0  		 Treated : 51 		 Reward : 1027.95
Updates : 26298 		 Survival : 108.0  		 Treated : 51 		 Reward : 1248.24
Updates : 26300 		 Survival : 108.0  		 Treated : 51 		 Reward : 1118.56
Updates : 26302 		 Survival : 108.0  		 Treated : 51 		 Reward : 1162.6
Updates : 26304 		 Survival : 108.0  		 Treated : 51 		 Reward : 1259.23
Updates : 26306 		 Survival : 108.0  		 Treated : 51 		 Reward : 1037.96
Updates : 26308 		 Survival : 108.0  		 Treated : 51 		 Reward : 1002.65
Updates : 26310 		 Survival : 108.0  		 Treated : 51 		 Reward : 979.08
Updates : 26312 		 Survival : 108.0  		 Treated : 51 		 Reward : 1287.28
Updates : 26314 		 Survival : 99.0  		 Treated : 51 		 Reward : 1208.57
Updates : 26316 		 Survival : 108.0  		 Treated : 51 		 Reward : 1013.36
Updates : 26318 		 Survival : 108.0  		 Treated : 51 		 Reward : 1125.63
Updates : 26320 		 Survival : 98.0  		 Treated : 51 		 Reward : 1164.7
Updates : 26322 		 Survival : 108.0  		 Treated : 51 		 Reward : 994.1
Updates : 26324 		 Survival : 108.0  		 Treated : 51 		 Reward : 1088.24
Updates : 26326 		 Survival : 108.0  		 Treated : 51 		 Reward : 1128.39
Updates : 26328 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.1
Updates : 26330 		 Survival : 108.0  		 Treated : 51 		 Reward : 1033.58
Updates : 26332 		 Survival : 108.0  		 Treated : 51 		 Reward : 1154.34
Updates : 26334 		 Survival : 108.0  		 Treated : 51 		 Reward : 1177.52
Updates : 26336 		 Survival : 108.0  		 Treated : 51 		 Reward : 1281.44
Updates : 26338 		 Survival : 108.0  		 Treated : 51 		 Reward : 1086.17
Updates : 26340 		 Survival : 108.0  		 Treated : 51 		 Reward : 903.09
Updates : 26342 		 Survival : 108.0  		 Treated : 51 		 Reward : 1062.58
Updates : 26344 		 Survival : 108.0  		 Treated : 51 		 Reward : 1007.87
Updates : 26346 		 Survival : 108.0  		 Treated : 51 		 Reward : 1102.33
Updates : 26348 		 Survival : 108.0  		 Treated : 51 		 Reward : 1053.23
Updates : 26350 		 Survival : 108.0  		 Treated : 51 		 Reward : 1158.78
Updates : 26352 		 Survival : 108.0  		 Treated : 51 		 Reward : 1001.72
Updates : 26354 		 Survival : 95.0  		 Treated : 51 		 Reward : 1028.47
Updates : 26356 		 Survival : 108.0  		 Treated : 51 		 Reward : 1289.34
Updates : 26358 		 Survival : 108.0  		 Treated : 51 		 Reward : 1127.92
Updates : 26360 		 Survival : 108.0  		 Treated : 51 		 Reward : 1103.32
Updates : 26362 		 Survival : 108.0  		 Treated : 51 		 Reward : 1143.17
Updates : 26364 		 Survival : 108.0  		 Treated : 51 		 Reward : 1233.73
Updates : 26366 		 Survival : 108.0  		 Treated : 51 		 Reward : 1097.04
Updates : 26368 		 Survival : 108.0  		 Treated : 51 		 Reward : 1100.43
Updates : 26370 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.66
Updates : 26372 		 Survival : 108.0  		 Treated : 51 		 Reward : 1075.95
Updates : 26374 		 Survival : 108.0  		 Treated : 51 		 Reward : 1144.29
Updates : 26376 		 Survival : 108.0  		 Treated : 51 		 Reward : 1053.82
Updates : 26378 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.19
Updates : 26380 		 Survival : 108.0  		 Treated : 51 		 Reward : 1251.49
Updates : 26382 		 Survival : 108.0  		 Treated : 51 		 Reward : 1386.4
Updates : 26384 		 Survival : 108.0  		 Treated : 51 		 Reward : 1163.68
Updates : 26386 		 Survival : 108.0  		 Treated : 51 		 Reward : 911.11
Updates : 26388 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.2
Updates : 26390 		 Survival : 108.0  		 Treated : 51 		 Reward : 1031.39
Updates : 26392 		 Survival : 108.0  		 Treated : 51 		 Reward : 948.33
Updates : 26394 		 Survival : 108.0  		 Treated : 51 		 Reward : 1116.24
Updates : 26396 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.83
Updates : 26398 		 Survival : 108.0  		 Treated : 51 		 Reward : 1379.36
Updates : 26400 		 Survival : 108.0  		 Treated : 51 		 Reward : 1139.84
Updates : 26402 		 Survival : 108.0  		 Treated : 51 		 Reward : 1321.44
Updates : 26404 		 Survival : 108.0  		 Treated : 51 		 Reward : 1255.82
Updates : 26406 		 Survival : 108.0  		 Treated : 51 		 Reward : 932.57
Updates : 26408 		 Survival : 108.0  		 Treated : 51 		 Reward : 1192.41
Updates : 26410 		 Survival : 108.0  		 Treated : 51 		 Reward : 1143.28
